incident_id,date,title,victim_country
859,2024-10-30,AI Models Reportedly Found to Provide Misinformation on Election Processes in Spanish,USA
860,2023-10-31,"AI Camera Allegedly Misidentifies Dutch Motorist as Using Mobile Phone, Issuing €380 Fine",NLD
861,2024-12-13,Apple Intelligence Reportedly Notified Users That Luigi Mangione Shot Himself and Benjamin Netanyahu Had Been Arrested,"USA, ISR, GBR"
862,2024-11-03,Purportedly AI-Generated Video Allegedly Depicts Martin Luther King Jr. Supporting Donald Trump,worldwide
863,2024-12-12,Character.ai Companion Allegedly Prompts Self-Harm and Violence in Texas Teen,USA
864,2024-08-23,"Generative AI Allegedly Used to Facilitate $255,000 Real Estate Fraud Scheme",worldwide
865,2024-10-02,Fake AI Nudify Sites Reportedly Linked to Malware Distribution by Russian Hacker Collective FIN7,RUS
866,2024-02-01,Network of 171 AI-Powered Bots Reportedly Spread Political Disinformation Ahead of Ghanas December 2024 General Election,GHA
867,2024-10-31,AI-Generated Airline Reviews Allegedly Mislead Consumers and Undermine Trust,CHN
868,2024-10-14,Portland Water Bureau SERVUS Algorithm Reportedly Allocates Utility Bill Discount to High-Wealth Consumer,worldwide
869,2024-11-04,TikTok Algorithms Allegedly Linked to Minors Exposure to Harmful Content,FRA
870,2024-12-06,Meeten Malware Campaign Reportedly Undermines Web3 Security Using AI-Legitimized Branding,worldwide
871,2024-12-13,Reported Deepfake Video of Elon Musk Announcing $20 Million Cryptocurrency Giveaway Circulating on Social Media,worldwide
872,2024-12-16,AI Voice Cloning of Ari Melber Allegedly Exploited in Scam Targeting Elderly Woman,worldwide
873,2024-12-10,YouTube Algorithms Allegedly Amplify Eating Disorder Content to Adolescent Girls,worldwide
874,2024-12-11,1 in 6 Congresswomen Have Reportedly Been Targeted by AI-Generated Nonconsensual Intimate Imagery,USA
875,2024-01-08,Coordinated Deepfake Campaign Reportedly Impersonating Rishi Sunak Promoted Fraudulent Quantum AI Investment Platform on Meta,GBR
876,2024-11-24,Deepfake Videos Allegedly Used to Defraud Canadian Immigrants Out of Thousands of Dollars,CAN
877,2024-12-16,HTML/Nomani Deepfake Phishing Campaigns Allegedly Use AI-Generated Content to Defraud Social Media Users,worldwide
878,2024-12-19,"Romance Scammer Alla Morgan Allegedly Exploits Deepfake Technology to Defraud Victim of £17,000",worldwide
879,2023-12-29,Deepfake Video Reportedly Depicts U.S. Congressman Rob Wittman Endorsing Military Support for Taiwans Democratic Progressive Party,TWN
880,2024-12-09,Scammers Reportedly Using Deepfakes of Health Experts and Public Figures in Australia to Sell Health Supplements and Give Harmful Advice,AUS
881,2024-12-27,Waymo Robotaxi Allegedly Collides With Serve Robotics Delivery Bot in Los Angeles,USA
882,2024-12-29,AI-Generated Reading Summaries on Fable App Reportedly Wrote Biased and Offensive Commentary,worldwide
883,2024-12-26,Alleged Fake AI-Generated Christmas Card Featuring Prince Harry and Meghan Markles Children Circulates on Social Media,worldwide
884,2024-12-31,Russian Center for Geopolitical Expertise Allegedly Used AI to Target U.S. Candidates with Disinformation in 2024 Election,"USA, RUS"
885,2025-01-03,"Meta AI Characters Allegedly Exhibited Racism, Fabricated Identities, and Exploited User Trust",worldwide
886,2024-12-27,ChatGPT Reportedly Referenced During Las Vegas Cybertruck Explosion Planning,USA
887,2024-11-14,"Students of Richland School District in Cambria County, Pennsylvania Allegedly Used AI to Generate Obscene Images of Other Students",USA
888,2025-01-06,Sydney High Schooler Allegedly Generated Deepfakes of Other Students,AUS
889,2025-01-07,Teslas Actually Smart Summon Feature Reportedly Linked to Multiple Parking Lot Collisions,worldwide
890,2025-01-08,AI-Generated Images of the Iconic Hollywood Sign Reportedly on Fire Circulating on Social Media,USA
891,2025-01-08,AI Voice Scam Targets Westchester Parents with Fake Kidnapping Ransom Calls,USA
892,2024-08-05,Apple Intelligence Allegedly Flags Scam Messages as High Priority,worldwide
893,2025-01-09,Pennsylvania State Police Officer Allegedly Used Work Computer for AI-Generated Pornography,USA
894,2017-01-01,RealPages YieldStar Allegedly Facilitated Rent Price Coordination Among Canadian Landlords,CAN
895,2025-01-06,Alleged Deepfake of New Zealand Endocrinologist Reportedly Promotes Misleading Diabetes Claim,NZL
896,2025-01-13,Alleged Misuse of Facial Recognition Technology by Law Enforcement Reportedly Leading to Wrongful Arrests and Violations of Investigative Standards,worldwide
897,2025-01-10,AI-Assisted Ransomware Campaign by FunkSec Allegedly Targets Over 80 Victims,worldwide
898,2024-05-06,Alleged LLMjacking Targets AI Cloud Services with Stolen Credentials,worldwide
899,2024-12-17,Character.ai Chatbots Allegedly Emulating School Shooters and Their Victims,worldwide
900,2024-11-13,Character.ai Has Allegedly Been Hosting Openly Predatory Chatbots Targeting Minors,worldwide
901,2025-01-12,"Yahoo Boys Allegedly Used Deepfake Technology to Impersonate Brad Pitt and Defraud French Woman of $850,000 in Romance Scam",FRA
902,2025-01-15,Prime Minister of Thailand Paetongtarn Shinawatra Claims AI Voice Scam Impersonated ASEAN Leader Requesting Money,THA
903,2022-04-15,Northern Ireland MLA Cara Hunter Allegedly Targeted by Deepfake Pornography Ahead of May 2022 Assembly Election,"IRL, GBR"
904,2022-10-21,"Kate Isaacs, Advocate Against Image-Based Abuse, Reports Being Deepfaked",GBR
905,2024-07-01,"Scammers Allegedly Use Deepfake Technology to Pose as Leonor, Princess of Asturias, in Fraud Scheme",USA
906,2024-10-08,Alleged AI-Powered Call Center Breach Exposes Over 10 Million Conversations in the Middle East,worldwide
907,2024-07-15,"Taranaki, New Zealand Resident Allegedly Defrauded of $224K in Bitcoin Scam Using Deepfake of Prime Minister Christopher Luxon",NZL
908,2020-07-15,Deepfake Images of Australian Teacher Hannah Grundy and 25 Others Created and Circulated Online by Former Friend,AUS
909,2024-12-13,Matryoshka Campaign Allegedly Uses Deepfakes to Impersonate Academics for Pro-Russian Propaganda,"RUS, UKR"
910,2025-01-15,"Alleged AI-Driven Phishing Scam Impersonates Maine Town Official to Falsely Request $22,500",USA
911,2022-05-01,Yahoo Boys Allegedly Employ Real-Time Deepfake Technology in Romance Scams,NGA
912,2024-11-21,Yahoo Boys and Scammers from Morocco Allegedly Target U.S. Widows and Vulnerable Individuals with Artificial Patriot Scams,"USA, NGA, MAR, GHA"
913,2025-01-27,Yahoo Boys Allegedly Using AI-Generated News Videos to Blackmail Sextortion Victims,worldwide
914,2024-12-26,Alleged Deepfake of Luis Suárez Used to Scam Uruguayans in Fake Investment Scheme,URY
915,2024-10-28,Alaska Education Department Reportedly Published Policy Featuring Erroneous AI-Generated Citations,USA
916,2025-01-23,"Plymouth, Massachusetts Resident Reportedly Used AI Chatbots CrushOn.ai and JanitorAI to Harass and Intimidate Victims",USA
917,2025-02-05,Alleged Deepfake of Whoopi Goldberg Used in Fake Weight-Loss Supplement Ads on Instagram,worldwide
918,2025-02-04,AI-Aided Scam in Thailand Allegedly Impersonates Police to Defraud 163 Victims,THA
919,2024-02-06,Purported Russian-Linked Network Allegedly Used Deepfake of Maria Ressa on Facebook and Bing to Promote Cryptocurrency Scam Targeting Filipinos,PHL
920,2025-02-01,Alleged Deepfake Scam Reportedly Promoted Trump Golden Eagles Project as Investment Opportunity,USA
921,2025-01-05,"Hong Kong Authorities Seize HK$34M in Alleged Deepfake Scam Targeting Victims in Taiwan, Singapore, and Malaysia","TWN, SGP, MYS, HKG"
922,2025-02-04,"AI Voice Scam Allegedly Defrauds Game and Coffee Store in Havre, Montana",USA
923,2025-02-08,"Nottingham Gallery Owner Allegedly Defrauded by Deepfake Impersonating Pierce Brosnan, Leading to Business Closure",worldwide
924,2025-01-30,Alleged Deepfake Scam Uses BBC Presenter Naga Munchettys Image to Promote Fraudulent Investment Scheme,worldwide
925,2024-10-15,Alleged License Plate Recognition Errors in Christchurch Lead to Wrongful Parking Fines,NZL
926,2020-01-01,Giorgia Meloni Reportedly Targeted by Deepfake Pornography,ITA
927,2025-02-04,Fraudsters Allegedly Use AI-Generated Voice of Italian Defense Minister Guido Crosetto to Scam Business Leaders,"ITA, NLD, HKG"
928,2024-12-12,Deepfake Cryptocurrency Scam Allegedly Impersonates Italian President Sergio Mattarella and Prime Minister Giorgia Meloni,ITA
929,2024-12-06,"Sustained AI-Driven Russian Disinformation Campaigns Doppelgänger, Storm-1516, and Matryoshka Reportedly Disrupting German Federal Elections","GBR, USA, DEU"
930,2025-02-12,Alleged Deepfake Video Falsely Depicts Hollywood Stars in AI-Manipulated Protest Against Kanye West,"USA, GBR"
931,2025-01-21,Reportedly Manipulated TikTok Videos Misrepresent Anti-AfD Protests as Far-Right Rallies,DEU
932,2024-12-25,BP New Zealands License Plate Recognition System Reportedly Misidentified Auckland Driver for Fuel Theft in Whanganui,NZL
933,2025-02-15,Teenager in Palma de Mallorca Allegedly Generated and Distributed Deepfake Nudes of Five Classmates,ESP
934,2025-02-10,NHK Terminates AI Translation Service After Geopolitical Naming Error,JPN
935,2025-02-17,Reported Deepfake of Maltese Prime Minister Robert Abela and Journalist Mark Laurence Zammit Used to Promote Fraudulent Investment,MLT
936,2024-04-12,Deepfake of Former Prime Minister of Malta Joseph Muscat Allegedly Promotes Nord Invest Scam,MLT
937,2025-02-10,Bolivian Criminal Network Allegedly Used Deepfake of Education Minister to Defraud at Least 19 Victims in Employment Scam,BOL
938,2025-02-01,"Purportedly AI-Assisted Impersonation of Martin Henderson in Romance Scam Leads to Reported NZ$375,000 Fraud",NZL
939,2025-02-21,AI-Powered Chinese Surveillance Campaign Peer Review Used for Real-Time Monitoring of Anti-State Speech on Western Social Media,USA
940,2025-02-17,Tesla Cybertruck Operating in Full Self-Driving Mode Reportedly Crashes into Pole in Nevada After Failing to Merge,USA
941,2025-02-17,AI-Driven Phishing Scam Uses Deepfake Robocalls to Target Gmail Users in Credential Theft Campaign,worldwide
942,2025-02-20,Cybercriminals Reportedly Exploited Googles G.Co Subdomain and Spoofed Caller ID in AI-Driven Phishing Attack on Hack Club Founder,worldwide
943,2025-02-20,"Nonconsensual Explicit AI-Generated Images of Up to 60 Gladstone Park Secondary College Students in Victoria, Australia, Reportedly Created and Circulated Online",AUS
944,2025-02-20,Kenyas Foreign Affairs Principal Secretary Korir SingOei Reportedly Shared AI-Generated Video Depicting Fareed Zakaria Praising Sudan Diplomacy,"KEN, SDN"
945,2025-02-19,"Two 16-Year-Old Students in Athens, Greece Allegedly Generated Nonconsensual Deepfake Pornography of Their Classmates",GRC
946,2022-01-01,Arizona Residents Reportedly a Frequent Target of AI-Driven Romance Scams,USA
947,2024-09-25,"Two Members of Highline Public Schools Community in King County, Washington Reportedly Targeted in Deepfake Kidnapping Scam",worldwide
948,2025-02-23,Alleged FraudGPT-Enabled Phishing Attack Spoofs ChatGPT Subscription Service to Steal Credentials,worldwide
949,2025-02-24,Unauthorized AI-Generated Video of Donald Trump and Elon Musk Reportedly Appears on HUD Building Screens,worldwide
950,2024-07-11,NullBulges AI-Powered Malware Allegedly Compromises Disney Employee and Internal Data,worldwide
951,2025-02-24,Character.AI Chatbots Allegedly Impersonating Licensed Therapists and Encouraging Harmful Behaviors,USA
952,2025-02-25,Apples Voice Dictation Reportedly Substitutes Trump for Racist Due to Speech Recognition Bug,worldwide
953,2024-11-01,Deepfake Videos of Barbara ONeill Allegedly Used in Health Scam Targeting Social Media Users,worldwide
954,2025-02-04,Chatbots Allegedly Used in Romance Scams Targeting Nearly One-Third of New Zealands Dating App Users,NZL
955,2024-12-19,Global Cybercrime Network Storm-2139 Allegedly Exploits AI to Generate Deepfake Content,worldwide
956,2025-02-28,"Alleged Inclusion of 12,000 Live API Keys in LLM Training Data Reportedly Poses Security Risks",worldwide
957,2025-02-28,Alleged Instagram Algorithm Malfunction Floods Users Reels Feeds with Violent and Graphic Content,worldwide
958,2025-02-26,Europol Operation Cumberland Investigates at Least 273 Suspects in 19 Countries for AI-Generated Child Sexual Abuse Material,worldwide
959,2025-03-02,Deepfake Video of Indonesian President Prabowo Subianto and Other Officials Reportedly Used in Scam to Defraud Citizens Across 20 Provinces,IDN
960,2025-02-06,Plaintiffs Lawyers Admit AI Generated Erroneous Case Citations in Federal Court Filing Against Walmart,USA
961,2024-12-16,Serbian Authorities Allegedly Used AI-Powered Cellebrite Tools to Unlock Journalists Phone and Install Spyware,SRB
962,2025-03-05,"Tbilisi-Based Call Center Allegedly Uses AI-Driven Scripts to Defraud Over 6,000 Victims of $35 Million",worldwide
963,2025-03-05,Google Reports Alleged Gemini-Generated Terrorism and Child Exploitation to Australian eSafety Commission,AUS
964,2025-03-04,AI-Powered Insights Feature for the Los Angeles Times Allegedly Justifies Ku Klux Klans History,USA
965,2025-03-04,Phishers Allegedly Using AI-Generated Video of YouTube CEO Neal Mohan to Target Creators,worldwide
966,2024-07-16,Ferrari Executive Targeted by AI Deepfake Scam Impersonating CEO Benedetto Vigna,worldwide
967,2025-03-06,Amazon and Google AI Allegedly Promote Mein Kampf as a True Work of Art in Search Results,worldwide
968,2022-02-24,"Pravda Network, Successor to Portal Kombat, Allegedly Seeding AI Models with Kremlin Disinformation","UKR, RUS"
969,2024-09-02,Russian Disinformation Campaign Allegedly Used Fake News Site KBSF-San Francisco News and Deepfake Video to Falsely Accuse Kamala Harris of 2011 Hit-and-Run,USA
970,2025-03-04,Scammers Allegedly Using Deepfake Technology to Impersonate Prime Minister of Armenia Nikol Pashinyan,ARM
971,2023-05-02,Iranian Hacker Group Cotton Sandstorm Reportedly Integrating AI into Cyber Influence Operations,"USA, ISR"
972,2024-09-25,Russian Influence Operation Allegedly Uses AI to Create Fake Kamala Harris Campaign Website and Rhino-Hunting Hoax,USA
973,2025-03-05,Canadian Fraud Ring Allegedly Used AI Voice Cloning in Multi-Year $21 Million Grandparent Scam Targeting Elderly Americans Across 46 States,CAN
974,2025-03-04,Purported Deepfake Audio Allegedly Impersonates U.S. Secretary of State Marco Rubio in Starlink Disinformation Campaign,"UKR, USA"
975,2025-03-05,"At Least 10,000 AI Chatbots, Including Jailbroken Models, Allegedly Promote Eating Disorders, Self-Harm, and Sexualized Minors",worldwide
976,2025-03-08,AI-Generated OB-GYN Health Influencers on TikTok Used Fake Medical Credentials to Promote Dubious Advice,worldwide
977,2025-03-02,AI-Driven News Platform Accused of Spreading Unverified Terrorism Allegations Against Yale Scholar,worldwide
978,2025-03-09,Chinese Actor and CPPCC Member Jin Dong Allegedly Impersonated by AI Deepfake Scammers to Mislead and Defraud Fans,CHN
979,2025-03-05,"Art Museum in Jinan, Shandong Allegedly Generated and Displayed a Sexualized Childlike Avatar with an Adult Body",CHN
980,2025-03-07,AI-Generated Songs Allegedly Imitating Céline Dion Circulate Online Without Authorization,worldwide
981,2025-03-05,Apple AI Transcription Allegedly Inserts Explicit Language into Scottish Womans Voicemail,GBR
982,2025-03-13,Scammers Reportedly Using Deepfake Video Calls to Impersonate Executives in Singapore and Orchestrate Corporate Bank Transfers,SGP
983,2024-05-10,Scammers Reportedly Used AI Voice Clone and YouTube Footage to Impersonate WPP CEO in Unsuccessful Scam Attempt,worldwide
984,2025-03-07,Deepfake Videos Allegedly Use AI-Generated Voice Clone of Singapore Prime Minister Lawrence Wong to Promote Scams,SGP
985,2023-12-29,Alleged Deepfake of Singapore Prime Minister Lee Hsien Loong Promotes Cryptocurrency Scam in Fake Interview,"SGP, CHN"
986,2024-06-02,Scammers Allegedly Manipulate 2023 Speech of Singapore Senior Minister Lee Hsien Loong to Spread Deepfake Investment Fraud,SGP
987,2023-12-11,Alleged Deepfake of Singapore Deputy Prime Minister Lawrence Wong Falsely Shows Him Endorsing Commercial Products,SGP
988,2024-06-21,Senior Minister of Singapore Lee Hsien Loong Allegedly Misrepresented in Two Deepfake Videos on Foreign Relations,"SGP, CHN"
989,2025-03-05,Alleged AI-Generated Video by Spains Peoples Party Results in Diplomatic Fallout with the Dominican Republic,"ESP, DOM"
990,2024-11-19,Corinth School District Educator in Mississippi Allegedly Used AI to Generate CSAM of Students,USA
991,2025-03-14,Alleged AI-Generated IRS Scam Websites Used to Defraud U.S. Taxpayers,USA
992,2023-04-15,Chinese Businessman Reportedly Defrauded of 4.3 Million Yuan by AI-Generated Deepfake Impersonating Friend,CHN
993,2025-03-12,Sydney Students Allegedly Forced to Retake NAPLAN After AI Predictive Text Error,AUS
994,2025-03-18,AI-Enabled Organized Crime Expands Across Europe,worldwide
995,2023-12-27,The New York Times Reportedly Sues OpenAI and Microsoft Over Alleged Unauthorized AI Training on Its Content,USA
996,2020-10-25,"Meta Allegedly Used Books3, a Dataset of 191,000 Pirated Books, to Train LLaMA AI",worldwide
997,2023-02-28,Meta and OpenAI Accused of Using LibGens Pirated Books to Train AI Models,worldwide
998,2024-08-15,ChatGPT Allegedly Defamed Norwegian User by Inventing Child Homicide and Imprisonment,NOR
999,2025-03-12,Attackers Reportedly Deployed Simulated AI Support Chatbot to Trick Instagram Business Users into Adding Malicious 2FA Login,worldwide
1000,2025-03-23,"Sora Video Generator Has Reportedly Been Creating Biased Human Representations Across Race, Gender, and Disability",worldwide
1001,2025-03-17,LLM Scrapers Allegedly Target Multiple Open Source Projects Disrupting the FOSS Ecosystem,worldwide
1002,2025-03-23,Manipulated Video Using AI-Generated Audio Targets Pakistans Prime Minister Shehbaz Sharif with Fabricated Interview,"PAK, SAU"
1003,2025-03-18,Alleged Fraudulent Prompts via AIXBT Dashboard Led Purported AI Trading Agent to Transfer 55.5 ETH from Simulacrum Wallet,worldwide
1004,2024-08-15,San Francisco City Attorney Sues Operators of AI Deepfake Pornography Websites for Violations of State and Federal Law,USA
1005,2025-03-12,Misleading Deepfake Video of Trump Mocking Zelenskyy for Clothing Goes Viral on Facebook,UKR
1006,2025-02-20,"Edinburg, Texas Police Officer Arrested for Alleged Possession of CSAM, Including AI-Generated Deepfakes of Minors",USA
1007,2025-03-13,AI-Generated Voice Cloning of Trump Falsely Proposes Renaming the District of Columbia to the District of America,USA
1008,2025-02-10,"AI-Generated Voice Purporting to Be Daughter Allegedly Used to Coerce $2,000 from Colorado Mother","MEX, USA"
1009,2025-02-13,Purportedly AI-Assisted Report by Tromsø Officials Allegedly Cited Non-Existent Sources in School Closure Proposal,NOR
1010,2025-03-31,"GenNomis AI Database Reportedly Exposes Nearly 100,000 Deepfake and Nudify Images in Public Breach",KOR
1011,2025-04-05,Deepfake of Bermuda Premier David Burt Promotes Investment Scam Using Royal Gazette Branding,BMU
1012,2025-04-03,AI Voice Clone of Texas Woman Used in Distress Scam Targeting Brother in Port Neches,USA
1013,2025-04-04,Essex Man Sentenced to Five Years in Prison for Having Generated and Shared Deepfake Pornography of at Least 20 Women and a Minor,GBR
1014,2024-10-01,Students in Maltese Schools Reportedly Being Targeted by Deepfake Nudes,MLT
1015,2025-04-07,Reported Darknet Launch of Xanthorox AI Introduces Autonomous Cyberattack Platform,worldwide
1016,2025-04-09,"Jailbroken Lovable AI Allegedly Used to Generate and Host Phishing Pages, Steal Credentials, and Bypass Security",worldwide
1017,2025-04-07,Alleged Deepfake Investment Scam in Spain Defrauds 208 Victims of €19 million ($20.9 million),ESP
1018,2025-03-31,OpenAIs 4o Model Allegedly Used to Generate Fake Receipts and Prescriptions,worldwide
1019,2025-04-10,Alleged AI-Generated Clone of Exante Brokerage Used to Defraud U.S. Investor via JPMorgan Account,worldwide
1020,2025-04-11,Reportedly Unsafe Deployment of Llama.cpp Reveals Interactive AI-Generated CSAM Roleplay Prompts,worldwide
1021,2025-04-08,Deepfake Job Applicant Allegedly Used AI Tools to Apply for Remote Role at U.S. Security Startup,worldwide
1022,2023-10-12,Deepfake Video Reportedly Depicts Zambian President Hakainde Hichilema Withdrawing from 2026 Election,ZMB
1023,2024-02-19,Purported AI-Cloned Voice Depicts Kenyan President William Ruto Speaking French in Viral Video,KEN
1024,2024-04-24,Kenyan Journalist Jeff Koinange Depicted Endorsing Gambling App in Purported AI-Generated Deepfake,KEN
1025,2024-03-18,Alleged Deepfake Video Depicts Former President of Kenya Uhuru Kenyatta Announcing 2027 Presidential Bid,KEN
1026,2025-04-12,Multiple LLMs Allegedly Endorsed Suicide as a Viable Option During Non-Adversarial Mental Health Venting Session,worldwide
1027,2025-04-10,Norwegian Supreme Court Receives Legal Filing with Fabricated Citations Allegedly Generated by AI Tool,NOR
1028,2025-02-07,OpenAIs Operator Agent Reportedly Executed Unauthorized $31.43 Transaction Despite Safety Protocol,worldwide
1029,2025-02-15,Purported AI-Generated Audio Was Reportedly Used to Claim Recep Tayyip Erdoğan Expressed Support for Imran Khan in Pakistani Parliament,"PAK, TUR"
1030,2025-01-05,Aspiring Artist Cherelle Kozak Reportedly Targeted by AI-Powered Impersonation of Rapper Fat Joe,USA
1031,2025-04-19,Transgender User Alleges ChatGPT Allowed Suicide Letter Without Crisis Intervention,worldwide
1032,2023-08-29,Reported Doctored Video of Nigerian President Bola Tinubu Claims Naira Will Be Replaced by U.S. Dollar,NGA
1033,2023-11-13,Video Allegedly Altered by AI Reportedly Spreads Claim of Nigerian Doctors Hypertension Cure,NGA
1034,2024-08-04,Reported AI-Manipulated Video Depicts Donald Trump Endorsing Peter Obi and Criticizing Bola Tinubu,NGA
1035,2024-11-20,Purported AI-Generated Video Depicts Trump Urging Release of Nigerian Separatist Leader Nnamdi Kanu,NGA
1036,2025-01-20,Purported AI-Manipulated News Clip Fabricates Explosion and Doctors Murder Plot for Scam,"KEN, USA"
1037,2025-04-16,Microsoft Reportedly Blocks 1.6 Million Bot Signup Attempts Per Hour Amid Global AI-Driven Fraud Surge,worldwide
1038,2025-04-22,Scammers Reportedly Use AI Tools to Impersonate Students and Obtain Federal Aid,USA
1039,2025-04-19,"Anysphere AI Support Bot for Cursor Reportedly Invents Login Policy, Leading to Subscription Cancellations",worldwide
1040,2025-04-26,Meta User-Created AI Companions Allegedly Implicated in Facilitating Sexually Themed Conversations Involving Underage Personas,worldwide
1041,2025-01-21,"Nomi Chatbots Reportedly Encouraged Suicide, Sexual Violence, Terrorism, and Hate Speech",worldwide
1042,2025-03-25,Fact-Checking Finds Reportedly AI-Generated Video Misattributed Hypertension Cure Endorsements to Taiwo Ajai-Lycett and Chinonso Egemba,worldwide
1043,2025-04-26,Reddit Moderators Report Unauthorized AI Study Involving Fabricated Identities by Purported University of Zurich Researchers,worldwide
1044,2025-04-15,Reported Emergence of Vegetative Electron Microscopy in Scientific Papers Traced to Purported AI Training Data Contamination,worldwide
1045,2025-04-29,"Mother in Louisville, Kentucky Describes Phone Scam Involving Purported AI-Generated Voice of Her Daughter",USA
1046,2025-04-24,Brazils Social Security AI Tool Is Allegedly Rejecting Complex Claims Improperly,BRA
1047,2025-04-27,Australian Analyst Allegedly Targeted by Scam Using Purportedly Sophisticated AI-Generated Corporate Materials,"AUS, SGP"
1048,2025-01-10,Tennessee Meteorologists Likeness Reportedly Used in Sextortion Campaign Involving Purported AI-Generated Content,USA
1049,2025-01-26,"AI Tools Reportedly Used to Fabricate Image of 5,000-Naira Nigerian Banknote Featuring President Bola Tinubu",NGA
1050,2025-03-31,Reportedly AI-Generated Image Circulates Amid Reports of Tanzania Revenue Authority Job Interviews,TZA
1051,2025-02-18,Video Reportedly Created with AI Appears to Show Trump Backing Biafra Secession,"USA, NGA"
1052,2025-01-25,Purported AI-Generated Video Reportedly Depicts Trump Criticizing Former Kenyan Deputy President Rigathi Gachagua,KEN
1053,2024-03-30,Mumbai Businessman Reportedly Defrauded via Purported AI-Cloned Voice Impersonating Son,IND
1054,2025-04-23,"Anthropic Report Details Claude Misuse for Influence Operations, Credential Stuffing, Recruitment Fraud, and Malware Development",worldwide
1055,2025-04-29,FBI Reports AI Use by Threat Actors in Broader Cyber Context Including Infrastructure Intrusions,"USA, CHN"
1056,2025-02-12,Purported AI-Generated Videos Impersonating President of Malta Myriam Spiteri Debono Circulate on Social Media in Alleged Crypto Scam Campaigns,MLT
1057,2017-08-15,"Jewish Baby Strollers Provided Antisemitic Google Images, Allegedly Resulting from Hate Speech Campaign",worldwide
1058,2024-05-06,Purported AI-Generated Deepfake Images of Katy Perry at 2024 Met Gala Circulate Widely,worldwide
1059,2025-05-06,Second Consecutive Year of Alleged AI-Generated Images Depicting Katy Perry at Met Gala Circulating Online,worldwide
1060,2025-05-06,Institute for Strategic Dialogue Reports Russian-Aligned Operation Overload Using Purported AI-Generated Impersonations Across January to March 2025,"UKR, DEU"
1061,2025-02-07,Reportedly Viral USAID Disinformation Video Linked to Russian-Aligned Campaign Known as Matryoshka,"USA, UKR, GBR"
1062,2025-05-07,Brazilian Authorities Link Alleged AI-Generated Marcos Mion Videos to Purported Fake Restaurant Promotions in Brazil,BRA
1063,2025-05-12,Purported AI-Manipulated Videos of Cypriot Officials Circulated in Alleged Investment Fraud,CYP
1064,2024-11-14,Alleged AI-Generated Scam Uses Bank of Cyprus Branding to Solicit Investments,CYP
1065,2024-09-23,"Scammers Allegedly Use AI-Generated Avatars to Impersonate Friends in Houston, Texas and Solicit Money",USA
1066,2025-04-07,Hong Kong Syndicate Allegedly Used AI-Generated Facial Composites to Open Bank Accounts,HKG
1067,2025-02-18,Alleged Use of Purported AI-Generated Identities to Defraud FTX Claims Buyers of $5.6M,worldwide
1068,2025-04-15,AI-Powered Presentation Tool Gamma Implicated in Multi-Stage Phishing Campaign,worldwide
1069,2025-01-31,Purported Graphite Spyware Linked to Paragon Solutions Allegedly Deployed Against Journalists and Civil Society Workers,LBY
1070,2025-05-09,"Serviceaide AI Platform Implicated in Health Data Exposure Affecting 483,000 Catholic Health Patients",worldwide
1071,2025-05-14,Student Reportedly Files Complaint Over Professors Undisclosed Use of Generative AI at Northeastern University,USA
1072,2025-05-14,Grok Chatbot Reportedly Inserted Content About South Africa and White Genocide in Unrelated User Queries,ZAF
1073,2025-04-15,"$31,000 Sanction in Lacey v. State Farm Tied to Purportedly Undisclosed Use of LLMs and Erroneous Citations",USA
1074,2025-05-15,Citation Errors in Concord Music v. Anthropic Attributed to Claude AI Use by Defense Counsel,USA
1075,2025-05-19,New Orleans Police Reportedly Used Real-Time Facial Recognition Alerts Supplied by Project NOLA Despite Local Ordinance,USA
1076,2025-05-21,Purported Unauthorized Deepfakes of Norman Swan and Others Circulated in Online Supplement Campaigns,"AUS, NZL"
1077,2025-05-15,FBI Reports Ongoing Vishing and Smishing Campaign Allegedly Targeting Government Officials Using Purportedly AI-Generated Voices,USA
1078,2025-02-27,"Purported AI-Generated Images Reportedly Used in Sextortion Scheme Targeting Glasgow, Kentucky Teen Who Later Died by Suicide",USA
1079,2025-05-17,Purported AI-Manipulated Videos Depict Mauricio Macri Endorsing Manuel Adorni and Silvia Lospennato Withdrawing Before Buenos Aires Vote,ARG
1080,2025-05-08,Noodlophile Stealer Reportedly Distributed Through Allegedly Fraudulent AI Content Platforms,worldwide
1081,2025-05-27,Voice Actor Alleges Unconsented Use of AI-Generated Voice on ScotRail Trains,GBR
1082,2024-04-06,California Homeowner Reportedly Loses Insurance After Purported Aerial Imagery-Based Roof Assessment,USA
1083,2025-05-13,"Texas Homeowner Reportedly Spent $3,000 to Contest AI-Flagged Warning of Insurance Nonrenewal",USA
1084,2025-05-22,Federal Make America Healthy Again Report Released with Multiple Reportedly Erroneous and Unverifiable Citations,USA
1085,2025-05-30,Phone of White House Chief of Staff Susie Wiles Allegedly Breached in Reported AI Voice Impersonation Incident,worldwide
1086,2025-04-08,Reported AI-Generated Video Purportedly Depicting Keanu Reeves Debating Elon Musk Circulates as Misinformation on Social Media,worldwide
1087,2023-08-20,Campaign Featuring Purported AI-Generated Audio Attributed to Omar al-Bashir Spreads During Sudanese Conflict,SDN
1088,2023-04-15,Purported AI-Generated Audio Disinformation Reportedly Attributed to U.S. Ambassador John Godfrey Circulates in Sudan,SDN
1089,2024-10-23,Purported AI-Generated Content Circulates Widely in Sudan Amid Civil Conflict and Information Vacuum,SDN
