incident_id,date,title,deployer_developer_countries
860,2023-10-31,"AI Camera Allegedly Misidentifies Dutch Motorist as Using Mobile Phone, Issuing €380 Fine",NLD
861,2024-12-13,Apple Intelligence Reportedly Notified Users That Luigi Mangione Shot Himself and Benjamin Netanyahu Had Been Arrested,USA
862,2024-11-03,Purportedly AI-Generated Video Allegedly Depicts Martin Luther King Jr. Supporting Donald Trump,USA
863,2024-12-12,Character.ai Companion Allegedly Prompts Self-Harm and Violence in Texas Teen,USA
864,2024-08-23,"Generative AI Allegedly Used to Facilitate $255,000 Real Estate Fraud Scheme",Unknown
865,2024-10-02,Fake AI 'Nudify' Sites Reportedly Linked to Malware Distribution by Russian Hacker Collective FIN7,"RUS, USA"
866,2024-02-01,Network of 171 AI-Powered Bots Reportedly Spread Political Disinformation Ahead of Ghana’s December 2024 General Election,USA
867,2024-10-31,AI-Generated Airline Reviews Allegedly Mislead Consumers and Undermine Trust,"CHN, USA"
868,2024-10-14,Portland Water Bureau SERVUS Algorithm Reportedly Allocates Utility Bill Discount to High-Wealth Consumer,USA
869,2024-11-04,TikTok Algorithms Allegedly Linked to Minors' Exposure to Harmful Content,CHN
870,2024-12-06,Meeten Malware Campaign Reportedly Undermines Web3 Security Using AI-Legitimized Branding,Unknown
871,2024-12-13,Reported Deepfake Video of Elon Musk Announcing $20 Million Cryptocurrency Giveaway Circulating on Social Media,Unknown
872,2024-12-16,AI Voice Cloning of Ari Melber Allegedly Exploited in Scam Targeting Elderly Woman,Unknown
873,2024-12-10,YouTube Algorithms Allegedly Amplify Eating Disorder Content to Adolescent Girls,USA
874,2024-12-11,1 in 6 Congresswomen Have Reportedly Been Targeted by AI-Generated Nonconsensual Intimate Imagery,USA
875,2024-01-08,Coordinated Deepfake Campaign Reportedly Impersonating Rishi Sunak Promoted Fraudulent Quantum AI Investment Platform on Meta,GBR
876,2024-11-24,Deepfake Videos Allegedly Used to Defraud Canadian Immigrants Out of Thousands of Dollars,CAN
877,2024-12-16,HTML/Nomani Deepfake Phishing Campaigns Allegedly Use AI-Generated Content to Defraud Social Media Users,Unknown
878,2024-12-19,"Romance Scammer 'Alla Morgan' Allegedly Exploits Deepfake Technology to Defraud Victim of £17,000",Unknown
879,2023-12-29,Deepfake Video Reportedly Depicts U.S. Congressman Rob Wittman Endorsing Military Support for Taiwan's Democratic Progressive Party,"CHN, TWN, USA"
880,2024-12-09,Scammers Reportedly Using Deepfakes of Health Experts and Public Figures in Australia to Sell Health Supplements and Give Harmful Advice,AUS
881,2024-12-27,Waymo Robotaxi Allegedly Collides With Serve Robotics Delivery Bot in Los Angeles,USA
882,2024-12-29,AI-Generated Reading Summaries on Fable App Reportedly Wrote Biased and Offensive Commentary,USA
883,2024-12-26,Alleged Fake AI-Generated Christmas Card Featuring Prince Harry and Meghan Markle's Children Circulates on Social Media,USA
884,2024-12-31,Russian Center for Geopolitical Expertise Allegedly Used AI to Target U.S. Candidates with Disinformation in 2024 Election,RUS
885,2025-01-03,"Meta AI Characters Allegedly Exhibited Racism, Fabricated Identities, and Exploited User Trust",USA
886,2024-12-27,ChatGPT Reportedly Referenced During Las Vegas Cybertruck Explosion Planning,USA
887,2024-11-14,"Students of Richland School District in Cambria County, Pennsylvania Allegedly Used AI to Generate Obscene Images of Other Students",USA
888,2025-01-06,Sydney High Schooler Allegedly Generated Deepfakes of Other Students,AUS
889,2025-01-07,Tesla's 'Actually Smart Summon' Feature Reportedly Linked to Multiple Parking Lot Collisions,USA
890,2025-01-08,AI-Generated Images of the Iconic Hollywood Sign Reportedly on Fire Circulating on Social Media,USA
891,2025-01-08,AI Voice Scam Targets Westchester Parents with Fake Kidnapping Ransom Calls,USA
892,2024-08-05,Apple Intelligence Allegedly Flags Scam Messages as High Priority,USA
893,2025-01-09,Pennsylvania State Police Officer Allegedly Used Work Computer for AI-Generated Pornography,USA
894,2017-01-01,RealPage's YieldStar Allegedly Facilitated Rent Price Coordination Among Canadian Landlords,"CAN, USA"
895,2025-01-06,Alleged Deepfake of New Zealand Endocrinologist Reportedly Promotes Misleading Diabetes Claim,NZL
896,2025-01-13,Alleged Misuse of Facial Recognition Technology by Law Enforcement Reportedly Leading to Wrongful Arrests and Violations of Investigative Standards,USA
897,2025-01-10,AI-Assisted Ransomware Campaign by FunkSec Allegedly Targets Over 80 Victims,Unknown
898,2024-05-06,Alleged LLMjacking Targets AI Cloud Services with Stolen Credentials,RUS
899,2024-12-17,Character.ai Chatbots Allegedly Emulating School Shooters and Their Victims,USA
900,2024-11-13,Character.ai Has Allegedly Been Hosting Openly Predatory Chatbots Targeting Minors,USA
901,2025-01-12,"Yahoo Boys Allegedly Used Deepfake Technology to Impersonate Brad Pitt and Defraud French Woman of $850,000 in Romance Scam","FRA, NGA"
902,2025-01-15,Prime Minister of Thailand Paetongtarn Shinawatra Claims AI Voice Scam Impersonated ASEAN Leader Requesting Money,THA
903,2022-04-15,Northern Ireland MLA Cara Hunter Allegedly Targeted by Deepfake Pornography Ahead of May 2022 Assembly Election,IRL
904,2022-10-21,"Kate Isaacs, Advocate Against Image-Based Abuse, Reports Being Deepfaked",Unknown
905,2024-07-01,"Scammers Allegedly Use Deepfake Technology to Pose as Leonor, Princess of Asturias, in Fraud Scheme",USA
906,2024-10-08,Alleged AI-Powered Call Center Breach Exposes Over 10 Million Conversations in the Middle East,Unknown
907,2024-07-15,"Taranaki, New Zealand Resident Allegedly Defrauded of $224K in Bitcoin Scam Using Deepfake of Prime Minister Christopher Luxon",NZL
908,2020-07-15,Deepfake Images of Australian Teacher Hannah Grundy and 25 Others Created and Circulated Online by Former Friend,AUS
909,2024-12-13,Matryoshka Campaign Allegedly Uses Deepfakes to Impersonate Academics for Pro-Russian Propaganda,RUS
910,2025-01-15,"Alleged AI-Driven Phishing Scam Impersonates Maine Town Official to Falsely Request $22,500",USA
911,2022-05-01,Yahoo Boys Allegedly Employ Real-Time Deepfake Technology in Romance Scams,NGA
912,2024-11-21,Yahoo Boys and Scammers from Morocco Allegedly Target U.S. Widows and Vulnerable Individuals with 'Artificial Patriot' Scams,"NGA, USA"
913,2025-01-27,Yahoo Boys Allegedly Using AI-Generated News Videos to Blackmail Sextortion Victims,NGA
914,2024-12-26,Alleged Deepfake of Luis Suárez Used to Scam Uruguayans in Fake Investment Scheme,Unknown
915,2024-10-28,Alaska Education Department Reportedly Published Policy Featuring Erroneous AI-Generated Citations,USA
916,2025-01-23,"Plymouth, Massachusetts Resident Reportedly Used AI Chatbots CrushOn.ai and JanitorAI to Harass and Intimidate Victims",USA
917,2025-02-05,Alleged Deepfake of Whoopi Goldberg Used in Fake Weight-Loss Supplement Ads on Instagram,Unknown
918,2025-02-04,AI-Aided Scam in Thailand Allegedly Impersonates Police to Defraud 163 Victims,"GBR, THA"
919,2024-02-06,Purported Russian-Linked Network Allegedly Used Deepfake of Maria Ressa on Facebook and Bing to Promote Cryptocurrency Scam Targeting Filipinos,"PHL, RUS"
920,2025-02-01,Alleged Deepfake Scam Reportedly Promoted Trump Golden Eagles Project as Investment Opportunity,USA
921,2025-01-05,"Hong Kong Authorities Seize HK$34M in Alleged Deepfake Scam Targeting Victims in Taiwan, Singapore, and Malaysia","CHN, SGP, TWN"
922,2025-02-04,"AI Voice Scam Allegedly Defrauds Game and Coffee Store in Havre, Montana",USA
923,2025-02-08,"Nottingham Gallery Owner Allegedly Defrauded by Deepfake Impersonating Pierce Brosnan, Leading to Business Closure",Unknown
924,2025-01-30,Alleged Deepfake Scam Uses BBC Presenter Naga Munchetty’s Image to Promote Fraudulent Investment Scheme,Unknown
925,2024-10-15,Alleged License Plate Recognition Errors in Christchurch Lead to Wrongful Parking Fines,NZL
926,2020-01-01,Giorgia Meloni Reportedly Targeted by Deepfake Pornography,"ITA, USA"
927,2025-02-04,Fraudsters Allegedly Use AI-Generated Voice of Italian Defense Minister Guido Crosetto to Scam Business Leaders,"CHN, ITA, NLD"
928,2024-12-12,Deepfake Cryptocurrency Scam Allegedly Impersonates Italian President Sergio Mattarella and Prime Minister Giorgia Meloni,ITA
929,2024-12-06,"Sustained AI-Driven Russian Disinformation Campaigns Doppelgänger, Storm-1516, and Matryoshka Reportedly Disrupting German Federal Elections","DEU, RUS"
930,2025-02-12,Alleged Deepfake Video Falsely Depicts Hollywood Stars in AI-Manipulated Protest Against Kanye West,Unknown
931,2025-01-21,Reportedly Manipulated TikTok Videos Misrepresent Anti-AfD Protests as Far-Right Rallies,Unknown
932,2024-12-25,BP New Zealand's License Plate Recognition System Reportedly Misidentified Auckland Driver for Fuel Theft in Whanganui,NZL
933,2025-02-15,Teenager in Palma de Mallorca Allegedly Generated and Distributed Deepfake Nudes of Five Classmates,ESP
934,2025-02-10,NHK Terminates AI Translation Service After Geopolitical Naming Error,"CHN, USA"
935,2025-02-17,Reported Deepfake of Maltese Prime Minister Robert Abela and Journalist Mark Laurence Zammit Used to Promote Fraudulent Investment,Unknown
936,2024-04-12,Deepfake of Former Prime Minister of Malta Joseph Muscat Allegedly Promotes Nord Invest Scam,Unknown
937,2025-02-10,Bolivian Criminal Network Allegedly Used Deepfake of Education Minister to Defraud at Least 19 Victims in Employment Scam,Unknown
938,2025-02-01,"Purportedly AI-Assisted Impersonation of Martin Henderson in Romance Scam Leads to Reported NZ$375,000 Fraud",NZL
939,2025-02-21,AI-Powered Chinese Surveillance Campaign 'Peer Review' Used for Real-Time Monitoring of Anti-State Speech on Western Social Media,"CHN, USA"
940,2025-02-17,Tesla Cybertruck Operating in Full Self-Driving Mode Reportedly Crashes into Pole in Nevada After Failing to Merge,USA
941,2025-02-17,AI-Driven Phishing Scam Uses Deepfake Robocalls to Target Gmail Users in Credential Theft Campaign,Unknown
942,2025-02-20,Cybercriminals Reportedly Exploited Google’s G.Co Subdomain and Spoofed Caller ID in AI-Driven Phishing Attack on Hack Club Founder,Unknown
943,2025-02-20,"Nonconsensual Explicit AI-Generated Images of Up to 60 Gladstone Park Secondary College Students in Victoria, Australia, Reportedly Created and Circulated Online",AUS
944,2025-02-20,Kenya's Foreign Affairs Principal Secretary Korir Sing'Oei Reportedly Shared AI-Generated Video Depicting Fareed Zakaria Praising Sudan Diplomacy,Unknown
945,2025-02-19,"Two 16-Year-Old Students in Athens, Greece Allegedly Generated Nonconsensual Deepfake Pornography of Their Classmates",Unknown
946,2022-01-01,Arizona Residents Reportedly a Frequent Target of AI-Driven Romance Scams,USA
947,2024-09-25,"Two Members of Highline Public Schools Community in King County, Washington Reportedly Targeted in Deepfake Kidnapping Scam",USA
948,2025-02-23,Alleged FraudGPT-Enabled Phishing Attack Spoofs ChatGPT Subscription Service to Steal Credentials,USA
949,2025-02-24,Unauthorized AI-Generated Video of Donald Trump and Elon Musk Reportedly Appears on HUD Building Screens,Unknown
950,2024-07-11,NullBulge's AI-Powered Malware Allegedly Compromises Disney Employee and Internal Data,Unknown
951,2025-02-24,Character.AI Chatbots Allegedly Impersonating Licensed Therapists and Encouraging Harmful Behaviors,USA
952,2025-02-25,Apple’s Voice Dictation Reportedly Substitutes ‘Trump’ for ‘Racist’ Due to Speech Recognition Bug,USA
953,2024-11-01,Deepfake Videos of Barbara O’Neill Allegedly Used in Health Scam Targeting Social Media Users,AUS
954,2025-02-04,Chatbots Allegedly Used in Romance Scams Targeting Nearly One-Third of New Zealand's Dating App Users,NZL
955,2024-12-19,Global Cybercrime Network Storm-2139 Allegedly Exploits AI to Generate Deepfake Content,"CHN, GBR, IRN, USA, VNM"
956,2025-02-28,"Alleged Inclusion of 12,000 Live API Keys in LLM Training Data Reportedly Poses Security Risks",USA
957,2025-02-28,Alleged Instagram Algorithm Malfunction Floods Users' Reels Feeds with Violent and Graphic Content,USA
958,2025-02-26,Europol Operation Cumberland Investigates at Least 273 Suspects in 19 Countries for AI-Generated Child Sexual Abuse Material,Unknown
959,2025-03-02,Deepfake Video of Indonesian President Prabowo Subianto and Other Officials Reportedly Used in Scam to Defraud Citizens Across 20 Provinces,IDN
960,2025-02-06,Plaintiffs' Lawyers Admit AI Generated Erroneous Case Citations in Federal Court Filing Against Walmart,USA
961,2024-12-16,Serbian Authorities Allegedly Used AI-Powered Cellebrite Tools to Unlock Journalist’s Phone and Install Spyware,SRB
962,2025-03-05,"Tbilisi-Based Call Center Allegedly Uses AI-Driven Scripts to Defraud Over 6,000 Victims of $35 Million",ESP
963,2025-03-05,Google Reports Alleged Gemini-Generated Terrorism and Child Exploitation to Australian eSafety Commission,USA
964,2025-03-04,AI-Powered 'Insights' Feature for the Los Angeles Times Allegedly Justifies Ku Klux Klan’s History,USA
965,2025-03-04,Phishers Allegedly Using AI-Generated Video of YouTube CEO Neal Mohan to Target Creators,Unknown
966,2024-07-16,Ferrari Executive Targeted by AI Deepfake Scam Impersonating CEO Benedetto Vigna,Unknown
967,2025-03-06,Amazon and Google AI Allegedly Promote Mein Kampf as 'a True Work of Art' in Search Results,USA
968,2022-02-24,"'Pravda' Network, Successor to 'Portal Kombat,' Allegedly Seeding AI Models with Kremlin Disinformation","FRA, RUS, USA"
969,2024-09-02,Russian Disinformation Campaign Allegedly Used Fake News Site 'KBSF-San Francisco News' and Deepfake Video to Falsely Accuse Kamala Harris of 2011 Hit-and-Run,"RUS, USA"
970,2025-03-04,Scammers Allegedly Using Deepfake Technology to Impersonate Prime Minister of Armenia Nikol Pashinyan,RUS
971,2023-05-02,Iranian Hacker Group Cotton Sandstorm Reportedly Integrating AI into Cyber Influence Operations,"IRN, ISR, USA"
972,2024-09-25,Russian Influence Operation Allegedly Uses AI to Create Fake Kamala Harris Campaign Website and Rhino-Hunting Hoax,RUS
973,2025-03-05,Canadian Fraud Ring Allegedly Used AI Voice Cloning in Multi-Year $21 Million Grandparent Scam Targeting Elderly Americans Across 46 States,"CAN, USA"
974,2025-03-04,Purported Deepfake Audio Allegedly Impersonates U.S. Secretary of State Marco Rubio in Starlink Disinformation Campaign,USA
975,2025-03-05,"At Least 10,000 AI Chatbots, Including Jailbroken Models, Allegedly Promote Eating Disorders, Self-Harm, and Sexualized Minors",USA
976,2025-03-08,AI-Generated OB-GYN Health Influencers on TikTok Used Fake Medical Credentials to Promote Dubious Advice,CHN
977,2025-03-02,AI-Driven News Platform Accused of Spreading Unverified Terrorism Allegations Against Yale Scholar,Unknown
978,2025-03-09,Chinese Actor and CPPCC Member Jin Dong Allegedly Impersonated by AI Deepfake Scammers to Mislead and Defraud Fans,CHN
979,2025-03-05,"Art Museum in Jinan, Shandong Allegedly Generated and Displayed a Sexualized Childlike Avatar with an Adult Body",CHN
980,2025-03-07,AI-Generated Songs Allegedly Imitating Céline Dion Circulate Online Without Authorization,Unknown
981,2025-03-05,Apple AI Transcription Allegedly Inserts Explicit Language into Scottish Woman’s Voicemail,"GBR, USA"
982,2025-03-13,Scammers Reportedly Using Deepfake Video Calls to Impersonate Executives in Singapore and Orchestrate Corporate Bank Transfers,SGP
983,2024-05-10,Scammers Reportedly Used AI Voice Clone and YouTube Footage to Impersonate WPP CEO in Unsuccessful Scam Attempt,Unknown
984,2025-03-07,Deepfake Videos Allegedly Use AI-Generated Voice Clone of Singapore Prime Minister Lawrence Wong to Promote Scams,SGP
985,2023-12-29,Alleged Deepfake of Singapore Prime Minister Lee Hsien Loong Promotes Cryptocurrency Scam in Fake Interview,"CHN, SGP"
986,2024-06-02,Scammers Allegedly Manipulate 2023 Speech of Singapore Senior Minister Lee Hsien Loong to Spread Deepfake Investment Fraud,SGP
987,2023-12-11,Alleged Deepfake of Singapore Deputy Prime Minister Lawrence Wong Falsely Shows Him Endorsing Commercial Products,SGP
988,2024-06-21,Senior Minister of Singapore Lee Hsien Loong Allegedly Misrepresented in Two Deepfake Videos on Foreign Relations,"CHN, SGP, USA"
989,2025-03-05,Alleged AI-Generated Video by Spain’s People’s Party Results in Diplomatic Fallout with the Dominican Republic,ESP
990,2024-11-19,Corinth School District Educator in Mississippi Allegedly Used AI to Generate CSAM of Students,USA
991,2025-03-14,Alleged AI-Generated IRS Scam Websites Used to Defraud U.S. Taxpayers,USA
992,2023-04-15,Chinese Businessman Reportedly Defrauded of 4.3 Million Yuan by AI-Generated Deepfake Impersonating Friend,CHN
993,2025-03-12,Sydney Students Allegedly Forced to Retake NAPLAN After AI Predictive Text Error,"AUS, USA"
994,2025-03-18,AI-Enabled Organized Crime Expands Across Europe,Unknown
995,2023-12-27,The New York Times Reportedly Sues OpenAI and Microsoft Over Alleged Unauthorized AI Training on Its Content,USA
996,2020-10-25,"Meta Allegedly Used Books3, a Dataset of 191,000 Pirated Books, to Train LLaMA AI",USA
997,2023-02-28,Meta and OpenAI Accused of Using LibGen’s Pirated Books to Train AI Models,USA
998,2024-08-15,ChatGPT Allegedly Defamed Norwegian User by Inventing Child Homicide and Imprisonment,USA
999,2025-03-12,Attackers Reportedly Deployed Simulated AI Support Chatbot to Trick Instagram Business Users into Adding Malicious 2FA Login,Unknown
1000,2025-03-23,"Sora Video Generator Has Reportedly Been Creating Biased Human Representations Across Race, Gender, and Disability",USA
1001,2025-03-17,LLM Scrapers Allegedly Target Multiple Open Source Projects Disrupting the FOSS Ecosystem,CHN
1002,2025-03-23,Manipulated Video Using AI-Generated Audio Targets Pakistan's Prime Minister Shehbaz Sharif with Fabricated Interview,PAK
1003,2025-03-18,Alleged Fraudulent Prompts via AIXBT Dashboard Led Purported AI Trading Agent to Transfer 55.5 ETH from Simulacrum Wallet,Unknown
1004,2024-08-15,San Francisco City Attorney Sues Operators of AI Deepfake Pornography Websites for Violations of State and Federal Law,USA
1005,2025-03-12,Misleading Deepfake Video of Trump Mocking Zelenskyy for Clothing Goes Viral on Facebook,UKR
1006,2025-02-20,"Edinburg, Texas Police Officer Arrested for Alleged Possession of CSAM, Including AI-Generated Deepfakes of Minors",USA
1007,2025-03-13,AI-Generated Voice Cloning of Trump Falsely Proposes Renaming the District of Columbia to the District of America,"CHN, USA"
1008,2025-02-10,"AI-Generated Voice Purporting to Be Daughter Allegedly Used to Coerce $2,000 from Colorado Mother","MEX, USA"
1009,2025-02-13,Purportedly AI-Assisted Report by Tromsø Officials Allegedly Cited Non-Existent Sources in School Closure Proposal,Unknown
1010,2025-03-31,"GenNomis AI Database Reportedly Exposes Nearly 100,000 Deepfake and Nudify Images in Public Breach",KOR
1011,2025-04-05,Deepfake of Bermuda Premier David Burt Promotes Investment Scam Using Royal Gazette Branding,Unknown
1012,2025-04-03,AI Voice Clone of Texas Woman Used in Distress Scam Targeting Brother in Port Neches,USA
1013,2025-04-04,Essex Man Sentenced to Five Years in Prison for Having Generated and Shared Deepfake Pornography of at Least 20 Women and a Minor,GBR
1014,2024-10-01,Students in Maltese Schools Reportedly Being Targeted by Deepfake Nudes,Unknown
1015,2025-04-07,Reported Darknet Launch of Xanthorox AI Introduces Autonomous Cyberattack Platform,Unknown
1016,2025-04-09,"Jailbroken Lovable AI Allegedly Used to Generate and Host Phishing Pages, Steal Credentials, and Bypass Security",Unknown
1017,2025-04-07,Alleged Deepfake Investment Scam in Spain Defrauds 208 Victims of €19 million ($20.9 million),ESP
1018,2025-03-31,OpenAI's 4o Model Allegedly Used to Generate Fake Receipts and Prescriptions,USA
1019,2025-04-10,Alleged AI-Generated Clone of Exante Brokerage Used to Defraud U.S. Investor via JPMorgan Account,USA
1020,2025-04-11,Reportedly Unsafe Deployment of Llama.cpp Reveals Interactive AI-Generated CSAM Roleplay Prompts,USA
1021,2025-04-08,Deepfake Job Applicant Allegedly Used AI Tools to Apply for Remote Role at U.S. Security Startup,USA
1022,2023-10-12,Deepfake Video Reportedly Depicts Zambian President Hakainde Hichilema Withdrawing from 2026 Election,Unknown
1023,2024-02-19,Purported AI-Cloned Voice Depicts Kenyan President William Ruto Speaking French in Viral Video,"FRA, GBR, JPN"
1024,2024-04-24,Kenyan Journalist Jeff Koinange Depicted Endorsing Gambling App in Purported AI-Generated Deepfake,Unknown
1025,2024-03-18,Alleged Deepfake Video Depicts Former President of Kenya Uhuru Kenyatta Announcing 2027 Presidential Bid,Unknown
1026,2025-04-12,Multiple LLMs Allegedly Endorsed Suicide as a Viable Option During Non-Adversarial Mental Health Venting Session,"CHN, USA"
1027,2025-04-10,Norwegian Supreme Court Receives Legal Filing with Fabricated Citations Allegedly Generated by AI Tool,NOR
1028,2025-02-07,OpenAI's Operator Agent Reportedly Executed Unauthorized $31.43 Transaction Despite Safety Protocol,USA
1029,2025-02-15,Purported AI-Generated Audio Was Reportedly Used to Claim Recep Tayyip Erdoğan Expressed Support for Imran Khan in Pakistani Parliament,"PAK, TUR"
1030,2025-01-05,Aspiring Artist Cherelle Kozak Reportedly Targeted by AI-Powered Impersonation of Rapper Fat Joe,USA
1031,2025-04-19,Transgender User Alleges ChatGPT Allowed Suicide Letter Without Crisis Intervention,USA
1032,2023-08-29,Reported Doctored Video of Nigerian President Bola Tinubu Claims Naira Will Be Replaced by U.S. Dollar,"NGA, USA"
1033,2023-11-13,Video Allegedly Altered by AI Reportedly Spreads Claim of Nigerian Doctor's Hypertension Cure,NGA
1034,2024-08-04,Reported AI-Manipulated Video Depicts Donald Trump Endorsing Peter Obi and Criticizing Bola Tinubu,"NGA, USA"
1035,2024-11-20,Purported AI-Generated Video Depicts Trump Urging Release of Nigerian Separatist Leader Nnamdi Kanu,"NGA, USA"
1036,2025-01-20,Purported AI-Manipulated News Clip Fabricates Explosion and Doctor's Murder Plot for Scam,USA
1037,2025-04-16,Microsoft Reportedly Blocks 1.6 Million Bot Signup Attempts Per Hour Amid Global AI-Driven Fraud Surge,Unknown
1038,2025-04-22,Scammers Reportedly Use AI Tools to Impersonate Students and Obtain Federal Aid,USA
1039,2025-04-19,"Anysphere AI Support Bot for Cursor Reportedly Invents Login Policy, Leading to Subscription Cancellations",USA
1040,2025-04-26,Meta User-Created AI Companions Allegedly Implicated in Facilitating Sexually Themed Conversations Involving Underage Personas,USA
1041,2025-01-21,"Nomi Chatbots Reportedly Encouraged Suicide, Sexual Violence, Terrorism, and Hate Speech",USA
1042,2025-03-25,Fact-Checking Finds Reportedly AI-Generated Video Misattributed Hypertension Cure Endorsements to Taiwo Ajai-Lycett and Chinonso Egemba,Unknown
1043,2025-04-26,Reddit Moderators Report Unauthorized AI Study Involving Fabricated Identities by Purported University of Zurich Researchers,CHE
1044,2025-04-15,Reported Emergence of 'Vegetative Electron Microscopy' in Scientific Papers Traced to Purported AI Training Data Contamination,"GBR, USA"
1045,2025-04-29,"Mother in Louisville, Kentucky Describes Phone Scam Involving Purported AI-Generated Voice of Her Daughter",USA
1046,2025-04-24,Brazil's Social Security AI Tool Is Allegedly Rejecting Complex Claims Improperly,BRA
1047,2025-04-27,Australian Analyst Allegedly Targeted by Scam Using Purportedly Sophisticated AI-Generated Corporate Materials,"AUS, SGP"
1048,2025-01-10,Tennessee Meteorologist's Likeness Reportedly Used in Sextortion Campaign Involving Purported AI-Generated Content,USA
1049,2025-01-26,"AI Tools Reportedly Used to Fabricate Image of 5,000-Naira Nigerian Banknote Featuring President Bola Tinubu","NGA, USA"
1050,2025-03-31,Reportedly AI-Generated Image Circulates Amid Reports of Tanzania Revenue Authority Job Interviews,Unknown
1051,2025-02-18,Video Reportedly Created with AI Appears to Show Trump Backing Biafra Secession,USA
1052,2025-01-25,Purported AI-Generated Video Reportedly Depicts Trump Criticizing Former Kenyan Deputy President Rigathi Gachagua,USA
1053,2024-03-30,Mumbai Businessman Reportedly Defrauded via Purported AI-Cloned Voice Impersonating Son,IND
1054,2025-04-23,"Anthropic Report Details Claude Misuse for Influence Operations, Credential Stuffing, Recruitment Fraud, and Malware Development",USA
1055,2025-04-29,FBI Reports AI Use by Threat Actors in Broader Cyber Context Including Infrastructure Intrusions,"CHN, USA"
1056,2025-02-12,Purported AI-Generated Videos Impersonating President of Malta Myriam Spiteri Debono Circulate on Social Media in Alleged Crypto Scam Campaigns,Unknown
1057,2017-08-15,"'Jewish Baby Strollers' Provided Antisemitic Google Images, Allegedly Resulting from Hate Speech Campaign",USA
1058,2024-05-06,Purported AI-Generated Deepfake Images of Katy Perry at 2024 Met Gala Circulate Widely,Unknown
1059,2025-05-06,Second Consecutive Year of Alleged AI-Generated Images Depicting Katy Perry at Met Gala Circulating Online,Unknown
1060,2025-05-06,Institute for Strategic Dialogue Reports Russian-Aligned Operation Overload Using Purported AI-Generated Impersonations Across January to March 2025,RUS
1061,2025-02-07,Reportedly Viral USAID Disinformation Video Linked to Russian-Aligned Campaign Known as Matryoshka,"GBR, RUS"
1062,2025-05-07,Brazilian Authorities Link Alleged AI-Generated Marcos Mion Videos to Purported Fake Restaurant Promotions in Brazil,BRA
1063,2025-05-12,Purported AI-Manipulated Videos of Cypriot Officials Circulated in Alleged Investment Fraud,Unknown
1064,2024-11-14,Alleged AI-Generated Scam Uses Bank of Cyprus Branding to Solicit Investments,Unknown
1065,2024-09-23,"Scammers Allegedly Use AI-Generated Avatars to Impersonate Friends in Houston, Texas and Solicit Money",USA
1066,2025-04-07,Hong Kong Syndicate Allegedly Used AI-Generated Facial Composites to Open Bank Accounts,CHN
1067,2025-02-18,Alleged Use of Purported AI-Generated Identities to Defraud FTX Claims Buyers of $5.6M,Unknown
1068,2025-04-15,AI-Powered Presentation Tool Gamma Implicated in Multi-Stage Phishing Campaign,Unknown
1069,2025-01-31,Purported Graphite Spyware Linked to Paragon Solutions Allegedly Deployed Against Journalists and Civil Society Workers,"AUS, CAN, ISR, SGP"
1070,2025-05-09,"Serviceaide AI Platform Implicated in Health Data Exposure Affecting 483,000 Catholic Health Patients",USA
1071,2025-05-14,Student Reportedly Files Complaint Over Professor's Undisclosed Use of Generative AI at Northeastern University,USA
1072,2025-05-14,Grok Chatbot Reportedly Inserted Content About South Africa and 'White Genocide' in Unrelated User Queries,USA
1073,2025-04-15,"$31,000 Sanction in Lacey v. State Farm Tied to Purportedly Undisclosed Use of LLMs and Erroneous Citations",Unknown
1074,2025-05-15,Citation Errors in Concord Music v. Anthropic Attributed to Claude AI Use by Defense Counsel,USA
1075,2025-05-19,New Orleans Police Reportedly Used Real-Time Facial Recognition Alerts Supplied by Project NOLA Despite Local Ordinance,USA
1076,2025-05-21,Purported Unauthorized Deepfakes of Norman Swan and Others Circulated in Online Supplement Campaigns,"AUS, NZL"
1077,2025-05-15,FBI Reports Ongoing Vishing and Smishing Campaign Allegedly Targeting Government Officials Using Purportedly AI-Generated Voices,USA
1078,2025-02-27,"Purported AI-Generated Images Reportedly Used in Sextortion Scheme Targeting Glasgow, Kentucky Teen Who Later Died by Suicide",USA
1079,2025-05-17,Purported AI-Manipulated Videos Depict Mauricio Macri Endorsing Manuel Adorni and Silvia Lospennato Withdrawing Before Buenos Aires Vote,Unknown
1080,2025-05-08,Noodlophile Stealer Reportedly Distributed Through Allegedly Fraudulent AI Content Platforms,Unknown
1081,2025-05-27,Voice Actor Alleges Unconsented Use of AI-Generated Voice on ScotRail Trains,GBR
1082,2024-04-06,California Homeowner Reportedly Loses Insurance After Purported Aerial Imagery-Based Roof Assessment,USA
1083,2025-05-13,"Texas Homeowner Reportedly Spent $3,000 to Contest AI-Flagged Warning of Insurance Nonrenewal",USA
1084,2025-05-22,Federal 'Make America Healthy Again' Report Released with Multiple Reportedly Erroneous and Unverifiable Citations,USA
1085,2025-05-30,Phone of White House Chief of Staff Susie Wiles Allegedly Breached in Reported AI Voice Impersonation Incident,USA
1086,2025-04-08,Reported AI-Generated Video Purportedly Depicting Keanu Reeves Debating Elon Musk Circulates as Misinformation on Social Media,Unknown
1087,2023-08-20,Campaign Featuring Purported AI-Generated Audio Attributed to Omar al-Bashir Spreads During Sudanese Conflict,Unknown
1088,2023-04-15,Purported AI-Generated Audio Disinformation Reportedly Attributed to U.S. Ambassador John Godfrey Circulates in Sudan,USA
